,AIRLINE,ARRIVAL_DELAY
6680,DL,-6.0
6681,DL,-15.0
6682,DL,4.0
6683,DL,-1.0
6684,EV,18.0
6685,EV,-14.0
6686,EV,27.0
6687,EV,71.0
6688,F9,26.0
6689,F9,-5.0
6690,MQ,-1.0
6691,MQ,-7.0
6692,OO,-6.0
6693,EV,34.0
6694,OO,8.0
6695,OO,52.0
6696,OO,-32.0
6697,OO,15.0
6698,OO,-8.0
6699,OO,9.0
6700,OO,123.0
6701,OO,92.0
6702,B6,7.0
6703,UA,2.0
6704,UA,-6.0
6705,B6,-16.0
6706,B6,-10.0
6707,DL,-8.0
6708,EV,-16.0
6709,OO,14.0
6710,OO,-2.0
6711,OO,-21.0
6712,B6,-16.0
6713,DL,-2.0
6714,EV,-3.0
6715,EV,-18.0
6716,EV,-11.0
6717,OO,5.0
6718,US,-10.0
6719,US,-4.0
6720,UA,37.0
6721,UA,69.0
6722,B6,-12.0
6723,B6,-12.0
6724,B6,-14.0
6725,DL,-10.0
6726,DL,-36.0
6727,B6,-13.0
6728,EV,-10.0
6729,F9,40.0
6730,MQ,-11.0
6731,OO,20.0
6732,UA,20.0
6733,UA,28.0
6734,US,-13.0
6735,UA,-1.0
6736,UA,-13.0
6737,VX,-15.0
6738,WN,30.0
6739,WN,-12.0
6740,WN,-7.0
6741,WN,14.0
6742,WN,8.0
6743,WN,26.0
6744,WN,-2.0
6745,WN,-6.0
6746,WN,39.0
6747,WN,-7.0
6748,WN,3.0
6749,WN,30.0
6750,WN,0.0
6751,WN,0.0
6752,WN,-13.0
6753,WN,8.0
6754,WN,38.0
6755,WN,-7.0
6756,WN,-5.0
6757,WN,5.0
6758,WN,-4.0
6759,WN,-4.0
6760,WN,31.0
6761,WN,-1.0
6762,WN,-1.0
6763,UA,-20.0
6764,UA,4.0
6765,UA,-22.0
6766,AA,11.0
6767,AA,10.0
6768,AA,-12.0
6769,AA,-24.0
6770,AA,10.0
6771,AA,37.0
6772,AA,-13.0
6773,AA,29.0
6774,AA,0.0
6775,AA,-18.0
6776,AA,97.0
6777,AA,33.0
6778,AA,-11.0
6779,AS,-27.0
6780,B6,-16.0
6781,B6,143.0
6782,B6,-13.0
6783,B6,17.0
6784,DL,-20.0
6785,AA,11.0
6786,DL,-4.0
6787,DL,-23.0
6788,DL,3.0
6789,EV,-27.0
6790,EV,61.0
6791,EV,-18.0
6792,EV,-8.0
6793,F9,1.0
6794,F9,58.0
6795,HA,0.0
6796,MQ,-24.0
6797,MQ,59.0
6798,MQ,13.0
6799,MQ,4.0
6800,MQ,33.0
6801,NK,-1.0
6802,NK,-17.0
6803,HA,4.0
6804,OO,0.0
6805,OO,10.0
6806,UA,4.0
6807,UA,-32.0
6808,B6,-16.0
6809,AA,2.0
6810,EV,-12.0
6811,EV,152.0
6812,OO,10.0
6813,DL,-13.0
6814,DL,17.0
6815,EV,3.0
6816,HA,1.0
6817,DL,-9.0
6818,EV,-11.0
6819,EV,-10.0
6820,DL,-19.0
6821,EV,-21.0
6822,F9,5.0
6823,OO,6.0
6824,UA,-13.0
6825,UA,81.0
6826,US,1.0
6827,WN,1.0
6828,WN,32.0
6829,WN,3.0
6830,WN,3.0
6831,WN,12.0
6832,WN,-3.0
6833,WN,51.0
6834,WN,-31.0
6835,WN,-8.0
6836,WN,6.0
6837,WN,9.0
6838,WN,-19.0
6839,WN,-5.0
6840,UA,-3.0
6841,UA,-8.0
6842,UA,-10.0
6843,US,11.0
6844,US,4.0
6845,AA,-20.0
6846,AA,4.0
6847,AA,-5.0
6848,AA,15.0
6849,AA,-29.0
6850,AS,-6.0
6851,AS,13.0
6852,DL,-9.0
6853,DL,-7.0
6854,DL,-25.0
6855,DL,-14.0
6856,DL,-30.0
6857,DL,2.0
6858,DL,-19.0
6859,DL,-19.0
6860,DL,-14.0
6861,DL,-15.0
6862,EV,23.0
6863,EV,-20.0
6864,MQ,15.0
6865,MQ,56.0
6866,MQ,11.0
6867,OO,-18.0
6868,OO,7.0
6869,EV,197.0
6870,UA,-17.0
6871,EV,-5.0
6872,EV,-1.0
6873,OO,-2.0
6874,UA,21.0
6875,DL,-35.0
6876,OO,1.0
6877,EV,-17.0
6878,EV,7.0
6879,EV,-10.0
6880,EV,-7.0
6881,EV,-16.0
6882,F9,23.0
6883,US,5.0
6884,US,2.0
6885,US,-6.0
6886,VX,-29.0
6887,WN,-6.0
6888,WN,-11.0
6889,WN,-12.0
6890,WN,2.0
6891,WN,-9.0
6892,WN,1.0
6893,WN,3.0
6894,WN,33.0
6895,WN,2.0
6896,WN,-10.0
6897,WN,-2.0
6898,WN,8.0
6899,WN,-4.0
6900,WN,3.0
6901,WN,-10.0
6902,WN,-9.0
6903,WN,0.0
6904,WN,15.0
6905,UA,5.0
6906,UA,-7.0
6907,UA,72.0
6908,US,-5.0
6909,AA,55.0
6910,AA,23.0
6911,AA,1.0
6912,AA,-15.0
6913,AA,-10.0
6914,AA,-20.0
6915,AA,-7.0
6916,AS,-20.0
6917,AS,-26.0
6918,B6,19.0
6919,B6,-12.0
6920,B6,-16.0
6921,B6,39.0
6922,DL,-6.0
6923,DL,-21.0
6924,AA,12.0
6925,DL,-11.0
6926,EV,1.0
6927,EV,6.0
6928,F9,2.0
6929,MQ,57.0
6930,MQ,26.0
6931,MQ,28.0
6932,MQ,16.0
6933,MQ,8.0
6934,OO,7.0
6935,OO,12.0
6936,OO,-13.0
6937,OO,-23.0
6938,UA,12.0
6939,EV,29.0
6940,EV,-20.0
6941,OO,6.0
6942,OO,47.0
6943,OO,80.0
6944,EV,-2.0
6945,EV,0.0
6946,NK,-15.0
6947,UA,-16.0
6948,UA,-14.0
6949,DL,-29.0
6950,F9,47.0
6951,NK,18.0
6952,UA,-3.0
6953,US,-26.0
6954,US,28.0
6955,US,-22.0
6956,UA,-11.0
6957,WN,17.0
6958,WN,54.0
6959,WN,-4.0
6960,WN,-3.0
6961,WN,8.0
6962,WN,3.0
6963,WN,-4.0
6964,WN,43.0
6965,WN,8.0
6966,WN,25.0
6967,WN,-6.0
6968,WN,-5.0
6969,WN,-18.0
6970,WN,-14.0
6971,WN,-2.0
6972,WN,41.0
6973,WN,-10.0
6974,UA,-9.0
6975,AA,-1.0
6976,AA,-2.0
6977,AA,-3.0
6978,AA,37.0
6979,AA,88.0
6980,AA,-6.0
6981,AA,-8.0
6982,AS,-3.0
6983,AS,-34.0
6984,AA,14.0
6985,B6,-27.0
6986,B6,10.0
6987,DL,-29.0
6988,DL,-11.0
6989,DL,-17.0
6990,DL,-2.0
6991,DL,-16.0
6992,DL,-36.0
6993,EV,-4.0
6994,EV,-9.0
6995,F9,27.0
6996,F9,-19.0
6997,MQ,156.0
6998,MQ,33.0
6999,MQ,-33.0
7000,MQ,-30.0
7001,MQ,-13.0
7002,MQ,-2.0
7003,MQ,39.0
7004,OO,-18.0
7005,OO,-9.0
7006,UA,-14.0
7007,EV,0.0
7008,EV,3.0
7009,EV,-24.0
7010,US,0.0
7011,EV,20.0
7012,HA,37.0
7013,US,6.0
7014,DL,-17.0
7015,DL,-17.0
7016,EV,-1.0
7017,EV,-2.0
7018,OO,-11.0
7019,OO,-7.0
7020,US,-12.0
7021,US,14.0
7022,UA,41.0
7023,WN,-7.0
7024,WN,-12.0
7025,WN,3.0
7026,WN,23.0
7027,WN,-12.0
7028,WN,5.0
7029,WN,5.0
7030,WN,110.0
7031,WN,23.0
7032,WN,22.0
7033,WN,13.0
7034,WN,18.0
7035,WN,-10.0
7036,WN,-11.0
7037,WN,15.0
7038,WN,4.0
7039,WN,7.0
7040,WN,55.0
7041,WN,5.0
7042,WN,11.0
7043,WN,0.0
7044,WN,48.0
7045,WN,3.0
7046,UA,3.0
7047,AA,96.0
7048,AA,-6.0
7049,AA,33.0
7050,AA,19.0
7051,AA,60.0
7052,AA,-3.0
7053,AS,-1.0
7054,AS,6.0
7055,B6,-25.0
7056,DL,5.0
7057,AA,8.0
7058,AA,-27.0
7059,AA,-18.0
7060,DL,-18.0
7061,DL,23.0
7062,EV,-12.0
7063,F9,-2.0
7064,HA,-5.0
7065,MQ,-2.0
7066,MQ,15.0
7067,MQ,16.0
7068,MQ,24.0
7069,MQ,23.0
7070,MQ,-4.0
7071,OO,-3.0
7072,OO,-18.0
7073,OO,-10.0
7074,OO,-3.0
7075,OO,-17.0
7076,UA,47.0
7077,B6,-10.0
7078,EV,10.0
7079,OO,19.0
7080,OO,-1.0
7081,DL,-18.0
7082,EV,-16.0
7083,EV,-16.0
7084,UA,-11.0
7085,EV,13.0
7086,OO,61.0
7087,OO,-11.0
7088,OO,182.0
7089,OO,40.0
7090,OO,-1.0
7091,NK,-12.0
7092,EV,-3.0
7093,US,1.0
7094,US,12.0
7095,US,-7.0
7096,WN,-6.0
7097,WN,-1.0
7098,WN,-6.0
7099,WN,1.0
7100,WN,-17.0
7101,WN,3.0
7102,WN,9.0
7103,WN,44.0
7104,WN,3.0
7105,WN,14.0
7106,WN,33.0
7107,WN,-14.0
7108,WN,-4.0
7109,WN,17.0
7110,WN,-3.0
7111,WN,-5.0
7112,WN,0.0
7113,WN,4.0
7114,WN,-3.0
7115,WN,3.0
7116,US,10.0
7117,AA,-22.0
7118,AA,-2.0
7119,AA,-2.0
7120,AA,-5.0
7121,AA,35.0
7122,AA,16.0
7123,AA,-4.0
7124,AS,-12.0
7125,AS,3.0
7126,AS,-25.0
7127,B6,95.0
7128,B6,-12.0
7129,DL,-21.0
7130,DL,-9.0
7131,DL,-10.0
7132,EV,-17.0
7133,EV,-18.0
7134,F9,6.0
7135,MQ,38.0
7136,MQ,14.0
7137,MQ,20.0
7138,MQ,8.0
7139,MQ,2.0
7140,OO,22.0
7141,OO,3.0
7142,OO,34.0
7143,UA,-1.0
7144,UA,-20.0
7145,EV,-1.0
7146,NK,-10.0
7147,OO,145.0
7148,EV,13.0
7149,F9,7.0
7150,NK,9.0
7151,UA,38.0
7152,UA,31.0
7153,B6,5.0
7154,B6,-10.0
7155,B6,17.0
7156,DL,-15.0
7157,OO,-6.0
7158,OO,-30.0
7159,UA,1.0
7160,US,12.0
7161,US,31.0
7162,US,-6.0
7163,US,11.0
7164,US,-8.0
7165,US,11.0
7166,US,-14.0
7167,UA,-31.0
7168,WN,18.0
7169,WN,7.0
7170,WN,81.0
7171,WN,0.0
7172,WN,3.0
7173,WN,3.0
7174,WN,16.0
7175,WN,-1.0
7176,WN,11.0
7177,WN,-11.0
7178,WN,-11.0
7179,WN,-11.0
7180,WN,-27.0
7181,WN,-8.0
7182,WN,50.0
7183,WN,-18.0
7184,WN,-6.0
7185,UA,-1.0
7186,UA,6.0
7187,UA,31.0
7188,AA,0.0
7189,AA,126.0
7190,AA,26.0
7191,AA,41.0
7192,AA,-5.0
7193,AS,-17.0
7194,B6,-8.0
7195,DL,-40.0
7196,DL,20.0
7197,DL,-23.0
7198,DL,-28.0
7199,DL,-10.0
7200,B6,-4.0
7201,EV,1.0
7202,EV,8.0
7203,EV,-7.0
7204,EV,58.0
7205,F9,-10.0
7206,F9,11.0
7207,HA,-10.0
7208,MQ,-25.0
7209,MQ,8.0
7210,MQ,3.0
7211,MQ,7.0
7212,MQ,0.0
7213,OO,-18.0
7214,OO,-1.0
7215,OO,3.0
7216,OO,4.0
7217,UA,-38.0
7218,UA,13.0
7219,UA,17.0
7220,UA,-13.0
7221,UA,25.0
7222,UA,-15.0
7223,EV,-6.0
7224,EV,-11.0
7225,EV,-9.0
7226,OO,11.0
7227,UA,-27.0
7228,UA,0.0
7229,UA,-12.0
7230,B6,-19.0
7231,EV,-6.0
7232,EV,-14.0
7233,HA,6.0
7234,EV,-12.0
7235,EV,-9.0
7236,EV,35.0
7237,F9,12.0
7238,OO,-12.0
7239,UA,30.0
7240,EV,-12.0
7241,EV,26.0
7242,EV,31.0
7243,HA,-3.0
7244,OO,54.0
7245,UA,-18.0
7246,US,-19.0
7247,US,-21.0
7248,US,-14.0
7249,US,-3.0
7250,UA,-31.0
7251,VX,-2.0
7252,WN,2.0
7253,WN,19.0
7254,WN,26.0
7255,WN,-7.0
7256,WN,-6.0
7257,WN,2.0
7258,WN,-6.0
7259,WN,-15.0
7260,WN,-18.0
7261,WN,-8.0
7262,WN,13.0
7263,WN,-18.0
7264,WN,-15.0
7265,WN,9.0
7266,WN,35.0
7267,WN,-2.0
7268,UA,-13.0
7269,US,21.0
7270,AA,194.0
7271,AA,21.0
7272,AA,-1.0
7273,AA,24.0
7274,AA,36.0
7275,AA,-11.0
7276,DL,-35.0
7277,DL,-18.0
7278,DL,-8.0
7279,DL,-21.0
7280,EV,6.0
7281,EV,16.0
7282,F9,7.0
7283,MQ,32.0
7284,MQ,16.0
7285,MQ,-3.0
7286,OO,-1.0
7287,OO,-12.0
7288,OO,-12.0
7289,OO,47.0
7290,OO,77.0
7291,OO,12.0
7292,OO,18.0
7293,OO,8.0
7294,UA,-8.0
7295,UA,-5.0
7296,EV,-20.0
7297,EV,-23.0
7298,OO,-5.0
7299,OO,58.0
7300,OO,2.0
7301,DL,-18.0
7302,DL,-20.0
7303,UA,0.0
7304,EV,-25.0
7305,F9,-4.0
7306,HA,4.0
7307,HA,2.0
7308,NK,36.0
7309,HA,18.0
7310,OO,-14.0
7311,UA,-4.0
7312,AA,-24.0
7313,UA,-22.0
7314,US,0.0
7315,US,-2.0
7316,US,-9.0
7317,US,36.0
7318,VX,56.0
7319,VX,-2.0
7320,WN,-7.0
7321,WN,3.0
7322,WN,-14.0
7323,WN,34.0
7324,WN,-11.0
7325,WN,-21.0
7326,WN,-8.0
7327,WN,-3.0
7328,WN,34.0
7329,UA,-15.0
7330,UA,21.0
7331,US,-2.0
7332,AA,1.0
7333,AA,8.0
7334,AA,-6.0
7335,AA,-15.0
7336,AA,-12.0
7337,B6,-9.0
7338,B6,-14.0
7339,B6,0.0
7340,B6,0.0
7341,B6,18.0
7342,DL,-11.0
7343,DL,10.0
7344,DL,11.0
7345,EV,56.0
7346,EV,10.0
7347,EV,-14.0
7348,EV,54.0
7349,EV,33.0
7350,F9,25.0
7351,HA,-7.0
7352,MQ,18.0
7353,MQ,-5.0
7354,MQ,4.0
7355,MQ,34.0
7356,MQ,10.0
7357,MQ,-19.0
7358,MQ,9.0
7359,MQ,44.0
7360,MQ,-19.0
7361,MQ,15.0
7362,OO,-16.0
7363,OO,-1.0
7364,OO,53.0
7365,OO,33.0
7366,OO,-13.0
7367,OO,93.0
7368,DL,-15.0
7369,DL,0.0
7370,EV,-4.0
7371,F9,25.0
7372,EV,0.0
7373,EV,-25.0
7374,UA,12.0
7375,OO,0.0
7376,OO,28.0
7377,UA,-33.0
7378,US,-7.0
7379,US,1.0
7380,US,-9.0
7381,US,-11.0
7382,US,20.0
7383,US,-12.0
7384,US,22.0
7385,US,-12.0
7386,US,-11.0
7387,US,-10.0
7388,US,3.0
7389,UA,20.0
7390,VX,-28.0
7391,VX,2.0
7392,VX,-13.0
7393,WN,-3.0
7394,WN,4.0
7395,WN,-1.0
7396,WN,46.0
7397,WN,-4.0
7398,WN,-16.0
7399,WN,43.0
7400,WN,-5.0
7401,WN,-1.0
7402,WN,25.0
7403,WN,1.0
7404,WN,3.0
7405,WN,-14.0
7406,WN,-3.0
7407,WN,30.0
7408,WN,-1.0
7409,WN,31.0
7410,US,-1.0
7411,US,0.0
7412,AA,-8.0
7413,AA,19.0
7414,AA,5.0
7415,AA,11.0
7416,AA,27.0
7417,AA,52.0
7418,AA,20.0
7419,AA,4.0
7420,AA,-6.0
7421,AA,85.0
7422,AA,-11.0
7423,AA,1.0
7424,B6,12.0
7425,B6,-1.0
7426,B6,-8.0
7427,DL,-21.0
7428,DL,-15.0
7429,DL,-27.0
7430,DL,27.0
7431,DL,-13.0
7432,DL,-21.0
7433,DL,-20.0
7434,B6,-3.0
7435,EV,-6.0
7436,EV,1.0
7437,EV,6.0
7438,EV,32.0
7439,EV,6.0
7440,F9,10.0
7441,MQ,57.0
7442,MQ,12.0
7443,NK,4.0
7444,OO,-3.0
7445,OO,-17.0
7446,OO,7.0
7447,OO,8.0
7448,UA,2.0
7449,EV,-12.0
7450,OO,8.0
7451,UA,-3.0
7452,B6,-11.0
7453,EV,-11.0
7454,HA,13.0
7455,OO,-5.0
7456,UA,-1.0
7457,HA,-2.0
7458,UA,63.0
7459,UA,-14.0
7460,US,-11.0
7461,US,-13.0
7462,US,4.0
7463,US,-12.0
7464,US,7.0
7465,US,-11.0
7466,WN,6.0
7467,WN,9.0
7468,WN,14.0
7469,WN,-17.0
7470,WN,5.0
7471,WN,2.0
7472,WN,8.0
7473,WN,-18.0
7474,WN,5.0
7475,WN,-4.0
7476,WN,-15.0
7477,WN,7.0
7478,WN,57.0
7479,UA,23.0
7480,UA,-4.0
7481,US,-7.0
7482,AA,-20.0
7483,AA,-7.0
7484,AA,-10.0
7485,AA,53.0
7486,AA,47.0
7487,AA,222.0
7488,AS,-18.0
7489,AS,93.0
7490,AS,-32.0
7491,AA,70.0
7492,DL,-29.0
7493,EV,-25.0
7494,EV,-20.0
7495,F9,5.0
7496,HA,-2.0
7497,MQ,-26.0
7498,MQ,32.0
7499,MQ,-6.0
7500,NK,7.0
7501,OO,10.0
7502,OO,0.0
7503,OO,-5.0
7504,OO,-13.0
7505,OO,-5.0
7506,OO,0.0
7507,OO,18.0
7508,OO,12.0
7509,OO,-1.0
7510,OO,4.0
7511,MQ,4.0
7512,UA,4.0
7513,EV,31.0
7514,EV,65.0
7515,F9,8.0
7516,UA,-13.0
7517,EV,2.0
7518,EV,-24.0
7519,EV,-16.0
7520,EV,1.0
7521,EV,-20.0
7522,F9,33.0
7523,HA,0.0
7524,UA,-2.0
7525,B6,27.0
7526,DL,21.0
7527,DL,-14.0
7528,EV,-1.0
7529,EV,-10.0
7530,EV,-9.0
7531,NK,14.0
7532,OO,-1.0
7533,OO,-1.0
7534,UA,24.0
7535,US,-1.0
7536,US,-4.0
7537,US,-14.0
7538,UA,-21.0
7539,WN,-6.0
7540,WN,24.0
7541,WN,23.0
7542,WN,18.0
7543,WN,-5.0
7544,WN,-14.0
7545,WN,26.0
7546,WN,-16.0
7547,WN,-9.0
7548,WN,-15.0
7549,WN,83.0
7550,WN,-13.0
7551,WN,-1.0
7552,WN,-14.0
7553,US,0.0
7554,US,-5.0
7555,US,-10.0
7556,AA,-16.0
7557,AA,4.0
7558,AA,-2.0
7559,AA,-6.0
7560,AA,19.0
7561,AA,-20.0
7562,AA,-4.0
7563,AA,45.0
7564,AS,2.0
7565,AS,-2.0
7566,AS,15.0
7567,AS,-8.0
7568,B6,-13.0
7569,B6,9.0
7570,DL,-20.0
7571,DL,-6.0
7572,DL,-17.0
7573,DL,-14.0
7574,DL,25.0
7575,DL,-11.0
7576,B6,23.0
7577,DL,10.0
7578,DL,-12.0
7579,EV,-1.0
7580,EV,-1.0
7581,EV,-18.0
7582,EV,-16.0
7583,EV,-13.0
7584,EV,-12.0
7585,EV,-10.0
7586,F9,29.0
7587,HA,-21.0
7588,HA,3.0
7589,MQ,7.0
7590,MQ,-6.0
7591,MQ,44.0
7592,MQ,3.0
7593,MQ,75.0
7594,MQ,-23.0
7595,MQ,1.0
7596,NK,11.0
7597,NK,-10.0
7598,OO,-5.0
7599,OO,100.0
7600,EV,4.0
7601,EV,-15.0
7602,NK,-28.0
7603,DL,-5.0
7604,EV,-17.0
7605,EV,-13.0
7606,EV,-13.0
7607,EV,16.0
7608,NK,-3.0
7609,OO,-9.0
7610,B6,164.0
7611,EV,17.0
7612,EV,0.0
7613,EV,15.0
7614,HA,52.0
7615,US,-5.0
7616,US,0.0
7617,US,10.0
7618,US,9.0
7619,US,30.0
7620,US,-4.0
7621,AA,-7.0
7622,B6,-9.0
7623,B6,-14.0
7624,B6,-15.0
7625,B6,-7.0
7626,B6,-7.0
7627,DL,-24.0
7628,EV,-5.0
7629,EV,-12.0
7630,MQ,-14.0
7631,US,-5.0
7632,US,17.0
7633,US,-17.0
7634,US,-12.0
7635,US,-23.0
7636,WN,17.0
7637,WN,-20.0
7638,WN,0.0
7639,WN,10.0
7640,WN,2.0
7641,WN,0.0
7642,WN,-4.0
7643,WN,21.0
7644,WN,101.0
7645,WN,-4.0
7646,WN,10.0
7647,WN,7.0
7648,WN,21.0
7649,WN,3.0
7650,WN,-5.0
7651,WN,-17.0
7652,WN,-6.0
7653,WN,68.0
7654,WN,20.0
7655,WN,1.0
7656,WN,6.0
7657,WN,-7.0
7658,US,-5.0
7659,US,-5.0
7660,AA,6.0
7661,AA,11.0
7662,AA,114.0
7663,AA,-11.0
7664,AA,0.0
7665,AA,-2.0
7666,AA,99.0
7667,AA,20.0
7668,AA,26.0
7669,AA,10.0
7670,AA,-2.0
7671,AA,-18.0
7672,AA,13.0
7673,AA,14.0
7674,AA,-5.0
7675,AS,-5.0
7676,AS,-17.0
7677,DL,-15.0
7678,DL,86.0
7679,DL,2.0
7680,DL,-8.0
7681,DL,-22.0
7682,DL,-21.0
7683,DL,-11.0
7684,DL,-26.0
7685,DL,-5.0
7686,DL,-12.0
7687,DL,-30.0
7688,DL,-21.0
7689,DL,-23.0
7690,EV,-20.0
7691,EV,0.0
7692,EV,-18.0
7693,EV,-25.0
7694,EV,-13.0
7695,F9,11.0
7696,HA,-8.0
7697,MQ,29.0
7698,MQ,-1.0
7699,MQ,17.0
7700,MQ,12.0
7701,MQ,-16.0
7702,OO,-10.0
7703,OO,-9.0
7704,OO,-6.0
7705,OO,-10.0
7706,OO,111.0
7707,OO,1.0
7708,OO,3.0
7709,MQ,-11.0
7710,UA,-1.0
7711,DL,-22.0
7712,DL,-14.0
7713,EV,-24.0
7714,OO,196.0
7715,UA,-24.0
7716,OO,-10.0
7717,OO,37.0
7718,DL,-15.0
7719,DL,-14.0
7720,EV,-7.0
7721,HA,4.0
7722,OO,-7.0
7723,MQ,-15.0
7724,OO,-17.0
7725,OO,40.0
7726,OO,-9.0
7727,VX,2.0
7728,WN,-5.0
7729,WN,-1.0
7730,WN,-15.0
7731,WN,7.0
7732,WN,5.0
7733,WN,-13.0
7734,WN,8.0
7735,WN,9.0
7736,WN,9.0
7737,WN,35.0
7738,WN,25.0
7739,WN,10.0
7740,WN,-2.0
7741,WN,40.0
7742,WN,7.0
7743,WN,-5.0
7744,WN,23.0
7745,WN,52.0
7746,UA,-7.0
7747,AA,10.0
7748,AA,9.0
7749,AA,-10.0
7750,AA,-13.0
7751,AA,113.0
7752,AA,5.0
7753,AA,-10.0
7754,AS,-3.0
7755,AS,-25.0
7756,AS,-17.0
7757,DL,-12.0
7758,DL,-11.0
7759,DL,-9.0
7760,DL,-17.0
7761,DL,-12.0
7762,DL,-6.0
7763,DL,-7.0
7764,EV,-21.0
7765,F9,5.0
7766,MQ,-7.0
7767,MQ,20.0
7768,MQ,-13.0
7769,MQ,-11.0
7770,MQ,-25.0
7771,MQ,50.0
7772,MQ,84.0
7773,NK,30.0
7774,NK,13.0
7775,OO,8.0
7776,OO,-8.0
7777,OO,33.0
7778,OO,95.0
7779,OO,-13.0
7780,OO,-35.0
7781,DL,-16.0
7782,DL,-6.0
7783,EV,-1.0
7784,UA,-24.0
7785,OO,33.0
7786,OO,-21.0
7787,UA,5.0
7788,UA,25.0
7789,OO,25.0
7790,OO,6.0
7791,UA,-1.0
7792,US,32.0
7793,UA,-8.0
7794,UA,4.0
7795,WN,-3.0
7796,WN,-5.0
7797,WN,-5.0
7798,WN,35.0
7799,WN,29.0
7800,WN,4.0
7801,WN,-18.0
7802,WN,18.0
7803,WN,26.0
7804,WN,26.0
7805,WN,35.0
7806,US,-8.0
7807,AA,13.0
7808,AA,16.0
7809,AA,19.0
7810,AA,-1.0
7811,DL,-15.0
7812,DL,-16.0
7813,DL,-13.0
7814,DL,-13.0
7815,DL,-11.0
7816,DL,-15.0
7817,DL,136.0
7818,DL,-27.0
7819,EV,7.0
7820,EV,-21.0
7821,EV,-17.0
7822,EV,254.0
7823,F9,-21.0
7824,HA,11.0
7825,MQ,18.0
7826,MQ,14.0
7827,MQ,-12.0
7828,MQ,27.0
7829,MQ,-11.0
7830,MQ,13.0
7831,MQ,18.0
7832,OO,23.0
7833,OO,4.0
7834,OO,6.0
7835,DL,-15.0
7836,EV,77.0
7837,B6,-3.0
7838,DL,69.0
7839,B6,-19.0
7840,EV,1.0
7841,OO,-18.0
7842,OO,43.0
7843,UA,25.0
7844,DL,-9.0
7845,EV,-8.0
7846,EV,25.0
7847,EV,37.0
7848,OO,-5.0
7849,OO,0.0
7850,OO,4.0
7851,UA,8.0
7852,UA,-17.0
7853,UA,11.0
7854,EV,-17.0
7855,EV,17.0
7856,OO,16.0
7857,OO,-12.0
7858,UA,-2.0
7859,US,-11.0
7860,US,-5.0
7861,US,-27.0
7862,UA,-7.0
7863,VX,-6.0
7864,WN,-11.0
7865,WN,35.0
7866,WN,17.0
7867,WN,-2.0
7868,WN,14.0
7869,WN,-8.0
7870,WN,-7.0
7871,WN,7.0
7872,WN,-1.0
7873,WN,30.0
7874,WN,6.0
7875,WN,-8.0
7876,WN,18.0
7877,WN,40.0
7878,WN,-5.0
7879,UA,-10.0
7880,UA,-27.0
7881,UA,0.0
7882,US,-11.0
7883,AA,-6.0
7884,AA,45.0
7885,AA,5.0
7886,AA,-7.0
7887,AA,-6.0
7888,AA,23.0
7889,AA,8.0
7890,AA,-17.0
7891,B6,-6.0
7892,B6,1.0
7893,DL,-17.0
7894,DL,16.0
7895,DL,-14.0
7896,DL,-2.0
7897,DL,-6.0
7898,DL,-12.0
7899,DL,-45.0
7900,DL,-17.0
7901,DL,-29.0
7902,DL,-16.0
7903,EV,22.0
7904,EV,-22.0
7905,F9,13.0
7906,F9,-25.0
7907,HA,-8.0
7908,MQ,59.0
7909,MQ,29.0
7910,MQ,8.0
7911,NK,-19.0
7912,OO,-2.0
7913,UA,28.0
7914,OO,-26.0
7915,OO,28.0
7916,OO,1.0
7917,EV,-9.0
7918,EV,-9.0
7919,OO,1.0
7920,DL,-16.0
7921,EV,-16.0
7922,EV,-19.0
7923,MQ,7.0
7924,NK,3.0
7925,UA,-3.0
7926,UA,-4.0
7927,UA,-10.0
7928,UA,11.0
7929,B6,-1.0
7930,DL,-16.0
7931,HA,2.0
7932,OO,-8.0
7933,OO,111.0
7934,UA,0.0
7935,US,-16.0
7936,WN,-15.0
7937,WN,-9.0
7938,WN,27.0
7939,WN,2.0
7940,WN,-2.0
7941,WN,13.0
7942,WN,-23.0
7943,WN,7.0
7944,WN,-7.0
7945,WN,-6.0
7946,WN,-6.0
7947,WN,-9.0
7948,UA,-2.0
7949,US,-3.0
7950,AA,15.0
7951,AA,8.0
7952,AA,17.0
7953,AA,113.0
7954,AS,-18.0
7955,AS,-7.0
7956,AS,10.0
7957,B6,25.0
7958,B6,-15.0
7959,B6,4.0
7960,B6,7.0
7961,B6,-16.0
7962,DL,13.0
7963,DL,15.0
7964,DL,-17.0
7965,DL,-12.0
7966,DL,-26.0
7967,DL,-10.0
7968,DL,3.0
7969,DL,-12.0
7970,EV,4.0
7971,EV,14.0
7972,EV,-14.0
7973,EV,-17.0
7974,F9,3.0
7975,F9,-9.0
7976,MQ,-7.0
7977,MQ,37.0
7978,MQ,-4.0
7979,MQ,21.0
7980,MQ,-7.0
7981,MQ,46.0
7982,MQ,25.0
7983,NK,3.0
7984,OO,10.0
7985,UA,32.0
7986,EV,17.0
7987,EV,27.0
7988,EV,-27.0
7989,EV,-6.0
7990,DL,13.0
7991,HA,3.0
7992,OO,-5.0
7993,UA,-23.0
7994,UA,21.0
7995,UA,34.0
7996,UA,3.0
7997,DL,-8.0
7998,EV,-13.0
7999,AS,-12.0
8000,DL,-6.0
8001,DL,-16.0
8002,DL,-15.0
8003,DL,-18.0
8004,EV,-14.0
8005,OO,8.0
